0,1008
1,1082
2,1000
3,997
4,1031
5,1048
6,1125
7,1052
8,1044
9,1068
10,1033
11,1107
12,1050
13,1049
14,1083
15,1082
16,1146
17,1083
18,1044
19,1090
20,1023
21,1123
22,1050
23,973
24,1057
25,977
26,1095
27,1006
28,990
29,1013
30,1100
31,1179
32,1104
33,1073
34,1071
35,1057
36,1120
37,1076
38,1048
39,1030
40,1068
41,1129
42,1085
43,1051
44,1066
45,1046
46,1156
47,1057
48,1011
49,1056
50,984
51,1070
52,994
53,997
54,982
55,994
56,1066
57,1013
58,1000
59,968
60,968
61,1039
62,1001
63,944
64,953
65,1031
66,1108
67,1027
68,1007
69,980
70,956
71,1039
72,951
73,919
74,945
75,998
76,1092
77,992
78,998
79,1004
80,1046
81,1096
82,1043
83,1040
84,996
85,1061
86,1121
87,1049
88,1037
89,1035
90,1050
91,1094
92,1086
93,1077
94,1051
95,967
96,1066
97,975
98,952
99,994
100,1028
101,1107
102,1012
103,1018
104,1033
105,1079
106,1119
107,1071
108,1020
109,1017
110,1037
111,1116
112,1041
113,986
114,1043
115,1076
116,1126
117,1079
118,1045
119,1047
120,955
121,1063
122,1007
123,920
124,987
