"Query","Algorithm","Count","Time","WCOJTime","copy","mat"
"Clique(3)","WCOJ","188705","2,99",  "0,44","0,01","2,01"
"Clique(4)","WCOJ","47824","5,05",   "1,38","0,00","3,18"
"Clique(5)","WCOJ","7064","7,81",    "2,30","0,00","4,97"
"Cycle(4)","WCOJ","183050","3,97",   "1,00","0,01","2,73"
"Cycle(5)","WCOJ","110555","5,32",   "2,07","0,00","2,97"
"Cycle(6)","WCOJ","65425","7,30",    "3,57","0,00","3,47"
