"Query","Algorithm","Count","Time","WCOJTime","copy","mat"
"Clique(3)","BinaryJoins","188705","1,78","0,00","0,00","0,00"
"Clique(4)","BinaryJoins","47824","3,11","0,00","0,00","0,00"
"Clique(5)","BinaryJoins","7064","2,81","0,00","0,00","0,00"
"Cycle(4)","BinaryJoins","183050","1,13","0,00","0,00","0,00"
"Cycle(5)","BinaryJoins","110555","1,35","0,00","0,00","0,00"
"Cycle(6)","BinaryJoins","65425","1,71","0,00","0,00","0,00"
