0,2483
1,4464
2,4417
3,4758
4,4521
5,4304
6,4491
7,4474
8,4464
9,2310
10,4266
11,4605
12,4385
13,4147
14,4365
15,4309
16,4417
17,4266
18,2269
19,4569
20,4351
21,4134
22,4291
23,4307
24,4758
25,4605
26,4569
27,2628
28,4644
29,4405
30,4631
31,4563
32,4521
33,4385
34,4351
35,4644
36,2391
37,4247
38,4428
39,4367
40,4304
41,4147
42,4134
43,4405
44,4247
45,2111
46,4154
47,4112
48,4491
49,4365
50,4291
51,4631
52,4428
53,4154
54,2347
55,4355
56,4474
57,4309
58,4307
59,4563
60,4367
61,4112
62,4355
63,2305
