0,8823
1,8761
2,8931
3,8796
4,8934
5,8926
6,8919
7,8801
8,8948
9,8892
10,8924
11,8852
12,8929
13,8877
14,8945
15,8901
16,8883
17,9021
18,9037
19,8925
20,9018
21,8999
22,9003
23,9013
24,8944
25,8930
26,8852
27,8744
28,8952
29,8952
30,8860
31,8963
32,8785
33,8830
34,8920
35,8796
36,8871
37,8952
38,8911
39,8866
40,8923
41,8924
42,8900
43,8844
44,8984
45,8955
46,8914
47,8968
48,8912
49,8996
50,9014
51,8899
52,9049
53,9037
54,8928
55,8925
56,8862
57,8871
58,8834
59,8745
60,8841
61,8835
62,8810
63,8844
