0,2567
1,3784
2,2567
3,3890
4,6377
5,6315
6,6249
7,6380
8,7519
9,8727
10,7519
11,8792
12,8858
13,7588
14,8730
15,7588
16,7519
17,8727
18,7519
19,8792
20,10000
21,10000
22,10000
23,10000
24,10000
25,10000
26,10000
27,10000
28,7612
29,5021
30,7409
31,5021
32,4979
33,7404
34,4979
35,7575
36,10000
37,10000
38,10000
39,10000
40,10000
41,10000
42,10000
43,10000
44,8754
45,7433
46,8679
47,7433
48,7460
49,8677
50,7460
51,8783
52,8754
53,7433
54,8679
55,7433
56,6214
57,6110
58,6139
59,6216
60,3751
61,2481
62,3623
63,2481
