0,10104
1,10052
2,9990
3,9810
4,10166
5,10114
6,10118
7,9938
8,9951
9,9899
10,9831
11,9651
12,10238
13,10186
14,10162
15,9982
16,10272
17,10213
18,10158
19,9971
20,10334
21,10275
22,10286
23,10099
24,10119
25,10060
26,9999
27,9812
28,10406
29,10347
30,10330
31,10143
32,9952
33,9908
34,9838
35,9666
36,10014
37,9970
38,9966
39,9794
40,9799
41,9755
42,9679
43,9507
44,10086
45,10042
46,10010
47,9838
48,10020
49,10007
50,9906
51,9765
52,10082
53,10069
54,10034
55,9893
56,9867
57,9854
58,9747
59,9606
60,10154
61,10141
62,10078
63,9937
