0,19521
1,19616
2,20254
3,19925
4,19205
5,19231
6,19922
7,19534
8,20012
9,20140
10,20775
11,20425
12,19806
13,19865
14,20553
15,20144
16,19275
17,19363
18,20032
19,19716
20,18899
21,18918
22,19640
23,19265
24,19684
25,19805
26,20471
27,20134
28,19418
29,19470
30,20189
31,19793
32,19895
33,20007
34,20692
35,20348
36,19675
37,19718
38,20456
39,20053
40,20300
41,20445
42,21127
43,20762
44,20190
45,20266
46,21001
47,20577
48,19701
49,19806
50,20522
51,20191
52,19421
53,19457
54,20226
55,19836
56,20024
57,20162
58,20875
59,20523
60,19854
61,19923
62,20689
63,20278
