0,4857
1,4867
2,4871
3,4757
4,4905
5,4858
6,4908
7,4846
8,4783
9,4811
10,4834
11,4666
12,5012
13,5005
14,4917
15,4757
16,4882
17,4895
18,4757
19,4617
20,4820
21,4811
22,4854
23,4755
24,4856
25,4855
26,4788
27,4622
28,4889
29,4937
30,4778
31,4628
32,4886
33,4894
34,4936
35,4784
36,4834
37,4853
38,4927
39,4792
40,4763
41,4825
42,4896
43,4675
44,4949
45,4988
46,4890
47,4713
48,4855
49,4841
50,4814
51,4656
52,4935
53,4918
54,5002
55,4906
56,4928
57,4892
58,4866
59,4733
60,5048
61,5042
62,4840
63,4721
