Query,Algorithm,Count,Time,WCOJTime,copy,mat
Cycle(4),WCOJ,00232.636.376,190.83,162.89,008.93,001.75
Cycle(4),sbin,00232.636.376,636.77,000.00,000.00,000.00
Cycle(5),WCOJ,20.068.067.110,19109.63,16827.96,841.54,002.19
