Query,Algorithm,Count,Time,WCOJTime,copy,mat
Clique(3),sbin,00001.137.579,009.25,000.00,000.00,000.00
Clique(4),sbin,000000911.548,013.97,000.00,000.00,000.00
Clique(5),sbin,000000585.171,012.27,000.00,000.00,000.00
Cycle(4),sbin,00045.175.984,037.76,000.00,000.00,000.00
Cycle(5),sbin,00263.436.965,227.97,000.00,000.00,000.00
