0,1960
1,4305
2,2567
3,4567
4,4521
5,4948
6,4361
7,5169
8,4305
9,2345
10,4245
11,4952
12,4912
13,4147
14,4739
15,4299
16,2567
17,4245
18,1900
19,4507
20,4432
21,4831
22,4291
23,5052
24,4567
25,4952
26,4507
27,2607
28,5261
29,4338
30,5088
31,4563
32,4521
33,4912
34,4432
35,5261
36,2561
37,4363
38,4952
39,4517
40,4948
41,4147
42,4831
43,4338
44,4363
45,1802
46,4193
47,2481
48,4361
49,4739
50,4291
51,5088
52,4952
53,4193
54,2391
55,4347
56,5169
57,4299
58,5052
59,4563
60,4517
61,2481
62,4347
63,1956
