0,13414
1,13324
2,13272
3,13054
4,13510
5,13414
6,13434
7,13210
8,13194
9,13078
10,13046
11,12802
12,13627
13,13529
14,13523
15,13297
16,12921
17,12815
18,12807
19,12573
20,13077
21,12965
22,13029
23,12789
24,12781
25,12649
26,12661
27,12401
28,13148
29,13034
30,13072
31,12830
32,13262
33,13209
34,13131
35,12950
36,13391
37,13332
38,13326
39,13139
40,13029
41,12950
42,12892
43,12685
44,13528
45,13467
46,13435
47,13246
48,13275
49,13244
50,13056
51,12897
52,13429
53,13392
54,13276
55,13111
56,13092
57,13035
58,12867
59,12682
60,13490
61,13451
62,13309
63,13142
