"Query","Algorithm","Count","Time","WCOJTime","copy","mat"
"Clique(3)","BinaryJoins","540225","11,47","0,00","0,00","0,00"
"Clique(3)","WCOJ","540225","2,21","0,93","0,02","0,77"
"Clique(4)","BinaryJoins","260786","13,13","0,00","0,00","0,00"
"Clique(4)","WCOJ","260786","6,18","4,55","0,01","1,29"
"Clique(5)","BinaryJoins","40137","13,85","0,00","0,00","0,00"
"Clique(5)","WCOJ","40137","17,49","14,61","0,01","2,38"
