0,4848
1,4958
2,5395
3,5248
4,4768
5,4809
6,5299
7,5093
8,4850
9,4960
10,5397
11,5250
12,4836
13,4877
14,5367
15,5161
16,4698
17,4808
18,5245
19,5098
20,4612
21,4653
22,5143
23,4937
24,4960
25,5070
26,5507
27,5360
28,4918
29,4959
30,5449
31,5243
32,4691
33,4819
34,5280
35,5037
36,4611
37,4670
38,5184
39,4882
40,4778
41,4906
42,5367
43,5124
44,4764
45,4823
46,5337
47,5035
48,4671
49,4799
50,5260
51,5017
52,4585
53,4644
54,5158
55,4856
56,4766
57,4894
58,5355
59,5112
60,4724
61,4783
62,5297
63,4995
