0,5451
1,5458
2,5699
3,5613
4,5442
5,5395
6,5712
7,5549
8,5586
9,5623
10,5831
11,5743
12,5600
13,5595
14,5806
15,5692
16,5394
17,5463
18,5750
19,5598
20,5309
21,5311
22,5617
23,5488
24,5436
25,5564
26,5749
27,5699
28,5423
29,5468
30,5684
31,5597
32,5450
33,5493
34,5802
35,5589
36,5405
37,5401
38,5753
39,5525
40,5503
41,5596
42,5855
43,5747
44,5525
45,5550
46,5870
47,5645
48,5456
49,5443
50,5738
51,5598
52,5391
53,5366
54,5703
55,5517
56,5549
57,5594
58,5830
59,5733
60,5582
61,5620
62,5849
63,5728
64,5538
65,5602
66,5795
67,5716
68,5441
69,5454
70,5746
71,5554
72,5643
73,5759
74,5901
75,5829
76,5621
77,5659
78,5852
79,5759
80,5450
81,5506
82,5727
83,5670
84,5318
85,5339
86,5562
87,5500
88,5413
89,5583
90,5724
91,5691
92,5426
93,5489
94,5642
95,5646
96,5488
97,5580
98,5806
99,5708
100,5418
101,5462
102,5724
103,5554
104,5533
105,5683
106,5848
107,5777
108,5523
109,5597
110,5811
111,5720
112,5469
113,5554
114,5802
115,5646
116,5411
117,5440
118,5698
119,5551
120,5580
121,5733
122,5901
123,5796
124,5549
125,5625
126,5824
127,5749
