0,1494
1,1494
2,1613
3,1571
4,1528
5,1498
6,1620
7,1535
8,1497
9,1557
10,1670
11,1612
12,1415
13,1434
14,1593
15,1533
16,1502
17,1527
18,1628
19,1597
20,1544
21,1529
22,1690
23,1565
24,1524
25,1588
26,1714
27,1604
28,1522
29,1541
30,1672
31,1637
32,1484
33,1537
34,1642
35,1602
36,1455
37,1450
38,1582
39,1495
40,1467
41,1493
42,1612
43,1534
44,1470
45,1437
46,1624
47,1540
48,1576
49,1587
50,1710
51,1688
52,1572
53,1526
54,1650
55,1554
56,1503
57,1598
58,1721
59,1627
60,1487
61,1490
62,1651
63,1588
