0,6437
1,6417
2,6545
3,6479
4,6520
5,6450
6,6596
7,6539
8,6534
9,6615
10,6619
11,6581
12,6544
13,6503
14,6702
15,6590
16,6626
17,6643
18,6750
19,6762
20,6660
21,6667
22,6738
23,6685
24,6633
25,6704
26,6854
27,6749
28,6619
29,6640
30,6806
31,6700
32,6755
33,6678
34,6814
35,6790
36,6682
37,6646
38,6738
39,6660
40,6625
41,6686
42,6760
43,6673
44,6603
45,6566
46,6762
47,6684
48,6656
49,6734
50,6834
51,6799
52,6714
53,6711
54,6800
55,6754
56,6650
57,6736
58,6871
59,6756
60,6627
61,6728
62,6784
63,6817
64,6772
65,6740
66,6850
67,6839
68,6838
69,6798
70,6920
71,6839
72,6795
73,6914
74,6902
75,6865
76,6771
77,6767
78,6952
79,6855
80,6889
81,6898
82,6985
83,6987
84,6903
85,6868
86,6965
87,6924
88,6913
89,6948
90,7092
91,6984
92,6828
93,6844
94,6939
95,6929
96,6655
97,6587
98,6724
99,6679
100,6616
101,6556
102,6672
103,6572
104,6586
105,6582
106,6662
107,6583
108,6529
109,6434
110,6602
111,6571
112,6634
113,6706
114,6805
115,6727
116,6636
117,6689
118,6773
119,6690
120,6549
121,6683
122,6799
123,6692
124,6601
125,6672
126,6705
127,6716
