0,7271
1,7350
2,7338
3,7312
4,7364
5,7271
6,7472
7,7381
8,7402
9,7452
10,7567
11,7555
12,7422
13,7412
14,7507
15,7429
16,7497
17,7516
18,7580
19,7555
20,7402
21,7364
22,7506
23,7436
24,7471
25,7550
26,7667
27,7557
28,7506
29,7519
30,7546
31,7573
32,7547
33,7622
34,7598
35,7620
36,7589
37,7533
38,7718
39,7610
40,7682
41,7719
42,7822
43,7761
44,7611
45,7585
46,7649
47,7643
48,7439
49,7446
50,7506
51,7454
52,7343
53,7267
54,7394
55,7335
56,7380
57,7473
58,7592
59,7490
60,7434
61,7445
62,7466
63,7477
